publikacija_id,autor_id
173246,848
173247,250
173253,1770
173259,10610
173271,663
173275,290
173283,91
173303,5047
173305,12640
173306,1563
173307,6213
173310,3382
173315,4006
173327,12641
173330,578
173334,821
173340,2423
173347,2222
173349,304
173353,907
173363,4679
173364,12642
173364,12643
173364,12644
173365,1667
173370,388
173372,3141
173395,7200
173397,4286
173404,480
173405,150
173407,12645
173416,5275
173420,12124
173450,12646
173457,29
173465,10595
173487,2107
173492,12647
173505,12648
173506,13
173508,12649
173512,12650
173513,7035
173515,741
173536,2012
173540,12651
173556,5490
173557,4932
173558,1303
173561,9783
173563,9141
173580,111
173581,5430
173582,10978
173585,2690
173588,531
173590,1487
173591,3948
173593,1895
173600,1061
173602,12652
173611,6605
173613,12653
173615,135
173625,12654
173629,777
173631,5114
173634,3076
173636,91
173640,552
173645,12655
173645,12656
173648,7815
173653,12657
173654,855
173655,2102
173656,1457
173667,185
173670,12658
173674,12659
173674,12660
173678,1165
173689,1695
173707,460
173718,12661
173720,12662
173722,2368
173723,2600
173724,12663
173724,12664
173728,12665
173729,3048
173737,1117
173739,3028
173742,12666
173748,12667
173749,174
173754,6176
173757,931
173758,194
173768,161
173774,12668
173780,6850
173793,161
173801,569
173811,274
173819,2088
173820,152
173822,2393
173822,12669
173823,11285
173832,957
173842,445
173844,626
173845,588
173848,12670
173870,501
173875,679
173876,1908
173878,12671
173881,1801
173885,6479
173893,5095
173893,5096
173910,12672
173911,501
173918,476
173938,347
173968,12673
173971,3932
173991,2475
173997,11444
173998,12674
174022,44
174029,555
174029,5143
174031,1376
174033,12675
174035,746
174037,12676
174039,1160
174040,12677
174041,102
174041,1951
174047,230
174049,26
174058,12678
174059,2441
174065,12679
174071,383
174078,2888
174079,4024
174088,962
174090,2929
174099,701
174109,649
174125,12680
174128,501
174131,12681
174135,358
174156,3158
174158,12682
174159,2574
174165,5232
174172,4523
174174,3271
174178,934
174194,12683
174195,12684
174214,3027
174219,8333
174223,5010
174227,5465
174227,12685
174232,117
174234,12686
174235,10377
174235,10378
174238,12687
174245,712
174249,2258
174249,6749
174264,12688
174274,12689
174284,12690
174290,7057
174294,12691
174301,6253
174314,1681
174333,12692
174337,1188
174340,7580
174343,9017
174343,9018
174350,352
174356,838
174362,12693
174367,12694
174367,12695
174369,929
174373,1106
174374,12696
174391,7845
174393,6487
174393,6488
174399,2535
174399,2545
174399,6268
174399,8460
174402,721
174409,1556
174410,9224
174417,1846
174421,12697
174423,11485
174424,3380
174426,7583
174428,9042
174433,6941
174433,12698
174436,1706
174439,11487
174444,679
174452,12699
174457,715
174467,5326
174475,701
174484,12700
174486,12701
174511,25
174522,671
174525,507
174535,2307
174536,758
174537,11461
174541,501
